% LogFile created by the 'GetSensorData' App for Android.
% Date of creation: Sun Dec 10 13:35:13 GMT+01:00 2023
% Developed by LOPSI research group at CAR-CSIC, Spain (http://www.car.upm-csic.es/lopsi)
% Version 2.0 November 2016
% The 'GetSensorData' program stores information from Smartphone/Tablet internal sensors (Accelerometers, Gyroscopes, Magnetometers, Pressure, Ambient Light, Orientation, Sound level, GPS/GNSS positio, WiFi RSS, Cellular/GSM/3G signal strength,...) and also from external devices (e.g. RFCode RFID reader, XSens IMU or LPMS-B IMU)
%
% Phone used for this logfile:
% Manufacturer:            	samsung
% Model:                   	SM-P610
% API Android version:     	30
% Android version Release: 	11
%
% LogFile Data format:
% Accelerometer data: 	'ACCE;AppTimestamp(s);SensorTimestamp(s);Acc_X(m/s^2);Acc_Y(m/s^2);Acc_Z(m/s^2);Accuracy(integer)'
% Gyroscope data:     	'GYRO;AppTimestamp(s);SensorTimestamp(s);Gyr_X(rad/s);Gyr_Y(rad/s);Gyr_Z(rad/s);Accuracy(integer)'
% Magnetometer data:  	'MAGN;AppTimestamp(s);SensorTimestamp(s);Mag_X(uT);;Mag_Y(uT);Mag_Z(uT);Accuracy(integer)'
% Pressure data:      	'PRES;AppTimestamp(s);SensorTimestamp(s);Pres(mbar);Accuracy(integer)'
% Light data:         	'LIGH;AppTimestamp(s);SensorTimestamp(s);Light(lux);Accuracy(integer)'
% Proximity data:     	'PROX;AppTimestamp(s);SensorTimestamp(s);prox(?);Accuracy(integer)'
% Humidity data:      	'HUMI;AppTimestamp(s);SensorTimestamp(s);humi(Percentage);Accuracy(integer)'
% Temperature data:   	'TEMP;AppTimestamp(s);SensorTimestamp(s);temp(Celsius);Accuracy(integer)'
% Orientation data:   	'AHRS;AppTimestamp(s);SensorTimestamp(s);PitchX(deg);RollY(deg);YawZ(deg);RotVecX();RotVecY();RotVecZ();Accuracy(int)'
% GNSS/GPS data:      	'GNSS;AppTimestamp(s);SensorTimeStamp(s);Latit(deg);Long(deg);Altitude(m);Bearing(deg);Accuracy(m);Speed(m/s);SatInView;SatInUse'
% WIFI data:          	'WIFI;AppTimestamp(s);SensorTimeStamp(s);Name_SSID;MAC_BSSID;RSS(dBm);'
% Bluetooth data:     	'BLUE;AppTimestamp(s);Name;MAC_Address;RSS(dBm);'
% BLE 4.0 data:       	'BLE4;AppTimestamp(s);MajorID;MinorID;RSS(dBm);'
% Sound data:         	'SOUN;AppTimestamp(s);RMS;Pressure(Pa);SPL(dB);'
% RFID Reader data:   	'RFID;AppTimestamp(s);ReaderNumber(int);TagID(int);RSS_A(dBm);RSS_B(dBm);'
% IMU XSens data:     	'IMUX;AppTimestamp(s);SensorTimestamp(s);Counter;Acc_X(m/s^2);Acc_Y(m/s^2);Acc_Z(m/s^2);Gyr_X(rad/s);Gyr_Y(rad/s);Gyr_Z(rad/s);Mag_X(uT);;Mag_Y(uT);Mag_Z(uT);Roll(deg);Pitch(deg);Yaw(deg);Quat(1);Quat(2);Quat(3);Quat(4);Pressure(mbar);Temp(Celsius)'
% IMU LPMS-B data:    	'IMUL;AppTimestamp(s);SensorTimestamp(s);Counter;Acc_X(m/s^2);Acc_Y(m/s^2);Acc_Z(m/s^2);Gyr_X(rad/s);Gyr_Y(rad/s);Gyr_Z(rad/s);Mag_X(uT);;Mag_Y(uT);Mag_Z(uT);Roll(deg);Pitch(deg);Yaw(deg);Quat(1);Quat(2);Quat(3);Quat(4);Pressure(mbar);Temp(Celsius)'
% POSI Reference:    		'POSI;Timestamp(s);Counter;Latitude(degrees); Longitude(degrees);floor ID(0,1,2..4);Building ID(0,1,2..3);'
% 
% Note that there are two timestamps: 
%  -'AppTimestamp' is set by the Android App as data is read. It is not representative of when data is actually captured by the sensor (but has a common time reference for all sensors)
%  -'SensorTimestamp' is set by the sensor itself (the delta_time=SensorTimestamp(k)-SensorTimestamp(k-1) between two consecutive samples is an accurate estimate of the sampling interval). This timestamp is better for integrating inertial data. 

ACCE;0.045;957794.601;0.09098;7.11557;6.88094;3
GYRO;0.046;957794.601;-0.06019;0.00905;0.00905;3
ACCE;0.046;957794.621;0.07422;7.02698;7.06050;3
GYRO;0.046;957794.621;-0.05912;0.01438;0.02450;3
LIGH;0.046;957794.621;6.0;3
ACCE;0.046;957794.641;0.13408;6.96473;7.09641;3
GYRO;0.046;957794.641;-0.05486;-0.00266;0.02929;3
ACCE;0.058;957794.661;0.20590;6.88333;7.00065;3
GYRO;0.058;957794.661;-0.03515;-0.00639;0.02929;3
ACCE;0.077;957794.681;0.24900;6.85939;6.98628;3
GYRO;0.078;957794.681;-0.02823;0.00426;0.01971;3
SOUN;0.078;319.33;0.00975;53.76
ACCE;0.097;957794.701;0.23463;6.85699;7.12275;3
GYRO;0.098;957794.701;-0.00799;0.01278;0.00959;3
ACCE;0.118;957794.721;0.22505;6.87854;7.09641;3
GYRO;0.118;957794.721;0.01332;-0.01012;0.00533;3
ACCE;0.137;957794.741;0.23463;6.92164;6.97910;3
GYRO;0.138;957794.741;0.01385;-0.01225;-0.00320;3
ACCE;0.157;957794.761;0.21787;6.92643;6.92882;3
GYRO;0.158;957794.761;0.01491;-0.00639;-0.00639;3
ACCE;0.178;957794.781;0.18914;6.90009;6.94318;3
GYRO;0.179;957794.781;-0.00213;0.00479;-0.01172;3
LIGH;0.179;957794.781;7.0;3
ACCE;0.198;957794.801;0.16281;6.94079;6.98389;3
GYRO;0.198;957794.801;-0.00320;0.00692;-0.00905;3
ACCE;0.219;957794.821;0.14844;6.98389;7.11557;3
GYRO;0.219;957794.821;0.00746;0.00426;0.00213;3
ACCE;0.237;957794.841;0.18914;6.99825;7.04614;3
GYRO;0.238;957794.841;0.01332;-0.00320;0.00799;3
ACCE;0.257;957794.861;0.22266;6.97910;6.99825;3
GYRO;0.258;957794.861;0.02663;-0.00213;0.01012;3
ACCE;0.277;957794.881;0.26336;6.91206;6.94318;3
GYRO;0.278;957794.881;0.02610;-0.00479;0.00586;3
ACCE;0.297;957794.901;0.28252;6.89530;6.88572;3
GYRO;0.298;957794.901;0.02929;0.00426;0.00053;3
ACCE;0.318;957794.921;0.24900;6.87854;6.90488;3
GYRO;0.318;957794.921;0.02344;0.00692;-0.01172;3
ACCE;0.338;957794.941;0.22505;6.91685;6.91206;3
GYRO;0.338;957794.941;0.01598;0.01438;-0.02237;3
LIGH;0.338;957794.941;17.0;3
ACCE;0.357;957794.961;0.18435;6.97431;6.94318;3
GYRO;0.358;957794.961;0.01119;0.02024;-0.02610;3
ACCE;0.377;957794.981;0.16041;6.98149;6.95037;3
GYRO;0.378;957794.981;-0.00107;0.01704;-0.02344;3
ACCE;0.397;957795.001;0.16041;6.99107;6.97910;3
GYRO;0.398;957795.001;0.00053;0.01225;-0.01598;3
ACCE;0.417;957795.021;0.16759;6.99586;7.00783;3
GYRO;0.418;957795.021;-0.00746;0.00586;-0.01545;3
ACCE;0.437;957795.041;0.18675;6.95994;6.94318;3
GYRO;0.438;957795.041;-0.01332;-0.00266;-0.01811;3
ACCE;0.457;957795.061;0.17478;6.93600;6.89530;3
GYRO;0.458;957795.061;-0.01651;0.00053;-0.02184;3
ACCE;0.477;957795.081;0.17717;6.90727;6.97431;3
GYRO;0.478;957795.081;-0.02024;-0.00160;-0.02716;3
ACCE;0.498;957795.101;0.21069;6.92882;6.90248;3
GYRO;0.498;957795.101;-0.01651;0.00373;-0.03409;3
LIGH;0.498;957795.101;66.0;3
SOUN;0.509;746.85;0.02279;61.14
ACCE;0.518;957795.121;0.17717;6.93840;6.96713;3
GYRO;0.519;957795.121;-0.02610;0.01332;-0.03782;3
ACCE;0.537;957795.141;0.15562;6.96952;7.04853;3
GYRO;0.538;957795.141;-0.02290;0.01119;-0.03462;3
ACCE;0.557;957795.161;0.12689;6.95755;7.08684;3
GYRO;0.558;957795.161;-0.01971;0.00373;-0.03036;3
ACCE;0.578;957795.180;0.10056;6.94079;7.04135;3
GYRO;0.579;957795.181;-0.00746;-0.00107;-0.02770;3
ACCE;0.598;957795.200;0.10774;6.90009;6.99825;3
GYRO;0.598;957795.201;0.00160;0.00373;-0.03089;3
ACCE;0.618;957795.220;0.09337;6.87854;6.93600;3
GYRO;0.618;957795.221;0.01332;0.00959;-0.03515;3
ACCE;0.638;957795.240;0.09337;6.89530;6.95755;3
GYRO;0.639;957795.241;0.00746;0.02024;-0.04155;3
ACCE;0.659;957795.260;0.04788;6.92882;6.95516;3
GYRO;0.660;957795.261;0.00746;0.02131;-0.04368;3
ACCE;0.681;957795.280;0.01437;6.97192;7.01980;3
GYRO;0.682;957795.281;0.00586;0.01971;-0.04208;3
ACCE;0.698;957795.300;-0.01197;6.95994;7.02219;3
GYRO;0.699;957795.300;0.00373;0.01225;-0.04048;3
ACCE;0.718;957795.320;-0.00239;6.98149;6.93600;3
GYRO;0.719;957795.320;0.00213;0.00905;-0.03356;3
ACCE;0.739;957795.340;0.00000;6.99825;6.95755;3
GYRO;0.740;957795.340;-0.00905;0.01065;-0.02983;3
ACCE;0.759;957795.360;0.00958;7.03895;6.96952;3
GYRO;0.760;957795.360;-0.00852;0.00160;-0.01917;3
ACCE;0.779;957795.380;0.02155;7.02219;6.91685;3
GYRO;0.781;957795.380;-0.02290;0.00639;-0.00852;3
ACCE;0.799;957795.400;0.03831;7.02219;6.97910;3
GYRO;0.800;957795.400;-0.02876;0.00586;0.00000;3
ACCE;0.819;957795.420;0.07901;7.01501;6.95276;3
GYRO;0.820;957795.420;-0.02876;0.00586;0.00905;3
LIGH;0.821;957795.420;67.0;3
ACCE;0.839;957795.440;0.09098;6.96234;6.96952;3
GYRO;0.840;957795.440;-0.03569;0.01278;0.01332;3
ACCE;0.858;957795.460;0.09577;6.91445;7.02219;3
GYRO;0.860;957795.460;-0.02716;0.00320;0.01385;3
ACCE;0.879;957795.480;0.12689;6.90009;7.00065;3
GYRO;0.880;957795.480;-0.02929;0.00266;0.01012;3
ACCE;0.898;957795.500;0.11492;6.89530;7.01980;3
GYRO;0.900;957795.500;-0.02557;0.00426;0.00746;3
ACCE;0.919;957795.520;0.09577;6.87136;7.06529;3
GYRO;0.920;957795.520;-0.01651;0.00320;-0.00053;3
ACCE;0.938;957795.540;0.09816;6.88572;7.04614;3
GYRO;0.940;957795.540;-0.01278;0.00213;-0.00586;3
ACCE;0.959;957795.560;0.08380;6.88333;7.06529;3
GYRO;0.960;957795.560;0.00107;0.00533;-0.00905;3
ACCE;0.979;957795.580;0.05986;6.88812;7.05332;3
GYRO;0.980;957795.580;0.00107;0.00959;-0.01438;3
ACCE;0.999;957795.600;0.05028;6.90248;7.08444;3
GYRO;1.000;957795.600;0.01491;0.00586;-0.01385;3
ACCE;1.018;957795.620;0.04070;6.91685;7.03895;3
GYRO;1.020;957795.620;0.02077;0.00107;-0.01278;3
ACCE;1.038;957795.640;0.02873;6.92403;6.98628;3
GYRO;1.039;957795.640;0.02237;0.00426;-0.01012;3
ACCE;1.058;957795.660;0.02394;6.95755;6.94079;3
GYRO;1.059;957795.660;0.01917;0.00000;-0.00639;3
SOUN;1.074;235.21;0.00718;51.10
ACCE;1.078;957795.680;0.01437;6.95755;6.92882;3
GYRO;1.079;957795.680;0.00266;0.00373;-0.00373;3
ACCE;1.102;957795.700;0.00239;6.97431;6.99825;3
GYRO;1.103;957795.700;0.00426;0.00586;0.00373;3
WIFI;1.104;957734.637;DIRECT-wv-H104-TEACH-nUYP;34:f6:4b:40:14:d0;-56
WIFI;1.104;957734.637;HV-GUEST;48:8b:0a:c8:1f:a2;-60
WIFI;1.104;957734.637;HV-COF;48:8b:0a:c8:1f:a1;-60
WIFI;1.104;957734.637;HV-HYBRID;48:8b:0a:c8:1f:a3;-61
WIFI;1.104;957734.637;SAMPAD;3e:3f:0b:b2:1b:41;-63
WIFI;1.104;957734.637;SAMFAST;26:3f:0b:b2:1b:41;-63
WIFI;1.104;957734.637;SAMGAST;2a:3f:0b:b2:1b:41;-63
WIFI;1.104;957734.637;eduroam;48:8b:0a:c8:1f:af;-68
WIFI;1.104;957734.637;HV-COF;48:8b:0a:c8:1f:ae;-68
WIFI;1.104;957734.637;HV-GUEST;48:8b:0a:c8:1f:ad;-68
WIFI;1.104;957734.637;HV-HYBRID;48:8b:0a:c8:1f:ac;-68
WIFI;1.104;957734.637;HV-INTERNAL;48:8b:0a:c8:1f:ab;-68
WIFI;1.104;957734.637;DIRECT-65-HP PageWide Pro 477dw;12:62:e5:29:cc:65;-69
WIFI;1.104;957734.637;HV-COF;48:8b:0a:cb:6a:0e;-70
WIFI;1.104;957734.637;SAMWIR;2e:3f:1b:b2:1b:41;-71
WIFI;1.104;957734.637;SAMGAST;2a:3f:1b:b2:1b:41;-71
WIFI;1.104;957734.637;SAMFAST;26:3f:1b:b2:1b:41;-71
WIFI;1.104;957734.637;SAMPAD;3e:3f:1b:b2:1b:41;-71
WIFI;1.104;957734.637;eduroam;48:8b:0a:cb:6a:0f;-71
WIFI;1.104;957734.637;HV-GUEST;48:8b:0a:cb:6a:0d;-71
WIFI;1.104;957734.637;HV-HYBRID;48:8b:0a:cb:6a:0c;-71
WIFI;1.104;957734.637;HV-INTERNAL;48:8b:0a:cb:6a:0b;-71
WIFI;1.104;957734.637;HV-HYBRID;48:8b:0a:cb:71:63;-73
WIFI;1.104;957734.637;eduroam;48:8b:0a:cb:71:6f;-73
WIFI;1.104;957734.637;HV-COF;48:8b:0a:cb:71:6e;-73
WIFI;1.104;957734.637;HV-GUEST;48:8b:0a:cb:71:6d;-73
WIFI;1.104;957734.637;HV-HYBRID;48:8b:0a:cb:71:6c;-73
WIFI;1.104;957734.637;HV-INTERNAL;48:8b:0a:cb:71:6b;-73
WIFI;1.104;957734.637;HV-GUEST;48:8b:0a:cb:71:62;-75
WIFI;1.104;957734.637;HV-COF;48:8b:0a:cb:71:61;-75
WIFI;1.104;957734.637;eduroam;08:ec:f5:b3:fd:af;-79
WIFI;1.104;957734.637;HV-HYBRID;48:8b:0a:cb:6a:03;-81
