% LogFile created by the 'GetSensorData' App for Android.
% Date of creation: Sun Dec 10 13:13:53 GMT+01:00 2023
% Developed by LOPSI research group at CAR-CSIC, Spain (http://www.car.upm-csic.es/lopsi)
% Version 2.0 November 2016
% The 'GetSensorData' program stores information from Smartphone/Tablet internal sensors (Accelerometers, Gyroscopes, Magnetometers, Pressure, Ambient Light, Orientation, Sound level, GPS/GNSS positio, WiFi RSS, Cellular/GSM/3G signal strength,...) and also from external devices (e.g. RFCode RFID reader, XSens IMU or LPMS-B IMU)
%
% Phone used for this logfile:
% Manufacturer:            	samsung
% Model:                   	SM-P610
% API Android version:     	30
% Android version Release: 	11
%
% LogFile Data format:
% Accelerometer data: 	'ACCE;AppTimestamp(s);SensorTimestamp(s);Acc_X(m/s^2);Acc_Y(m/s^2);Acc_Z(m/s^2);Accuracy(integer)'
% Gyroscope data:     	'GYRO;AppTimestamp(s);SensorTimestamp(s);Gyr_X(rad/s);Gyr_Y(rad/s);Gyr_Z(rad/s);Accuracy(integer)'
% Magnetometer data:  	'MAGN;AppTimestamp(s);SensorTimestamp(s);Mag_X(uT);;Mag_Y(uT);Mag_Z(uT);Accuracy(integer)'
% Pressure data:      	'PRES;AppTimestamp(s);SensorTimestamp(s);Pres(mbar);Accuracy(integer)'
% Light data:         	'LIGH;AppTimestamp(s);SensorTimestamp(s);Light(lux);Accuracy(integer)'
% Proximity data:     	'PROX;AppTimestamp(s);SensorTimestamp(s);prox(?);Accuracy(integer)'
% Humidity data:      	'HUMI;AppTimestamp(s);SensorTimestamp(s);humi(Percentage);Accuracy(integer)'
% Temperature data:   	'TEMP;AppTimestamp(s);SensorTimestamp(s);temp(Celsius);Accuracy(integer)'
% Orientation data:   	'AHRS;AppTimestamp(s);SensorTimestamp(s);PitchX(deg);RollY(deg);YawZ(deg);RotVecX();RotVecY();RotVecZ();Accuracy(int)'
% GNSS/GPS data:      	'GNSS;AppTimestamp(s);SensorTimeStamp(s);Latit(deg);Long(deg);Altitude(m);Bearing(deg);Accuracy(m);Speed(m/s);SatInView;SatInUse'
% WIFI data:          	'WIFI;AppTimestamp(s);SensorTimeStamp(s);Name_SSID;MAC_BSSID;RSS(dBm);'
% Bluetooth data:     	'BLUE;AppTimestamp(s);Name;MAC_Address;RSS(dBm);'
% BLE 4.0 data:       	'BLE4;AppTimestamp(s);MajorID;MinorID;RSS(dBm);'
% Sound data:         	'SOUN;AppTimestamp(s);RMS;Pressure(Pa);SPL(dB);'
% RFID Reader data:   	'RFID;AppTimestamp(s);ReaderNumber(int);TagID(int);RSS_A(dBm);RSS_B(dBm);'
% IMU XSens data:     	'IMUX;AppTimestamp(s);SensorTimestamp(s);Counter;Acc_X(m/s^2);Acc_Y(m/s^2);Acc_Z(m/s^2);Gyr_X(rad/s);Gyr_Y(rad/s);Gyr_Z(rad/s);Mag_X(uT);;Mag_Y(uT);Mag_Z(uT);Roll(deg);Pitch(deg);Yaw(deg);Quat(1);Quat(2);Quat(3);Quat(4);Pressure(mbar);Temp(Celsius)'
% IMU LPMS-B data:    	'IMUL;AppTimestamp(s);SensorTimestamp(s);Counter;Acc_X(m/s^2);Acc_Y(m/s^2);Acc_Z(m/s^2);Gyr_X(rad/s);Gyr_Y(rad/s);Gyr_Z(rad/s);Mag_X(uT);;Mag_Y(uT);Mag_Z(uT);Roll(deg);Pitch(deg);Yaw(deg);Quat(1);Quat(2);Quat(3);Quat(4);Pressure(mbar);Temp(Celsius)'
% POSI Reference:    		'POSI;Timestamp(s);Counter;Latitude(degrees); Longitude(degrees);floor ID(0,1,2..4);Building ID(0,1,2..3);'
% 
% Note that there are two timestamps: 
%  -'AppTimestamp' is set by the Android App as data is read. It is not representative of when data is actually captured by the sensor (but has a common time reference for all sensors)
%  -'SensorTimestamp' is set by the sensor itself (the delta_time=SensorTimestamp(k)-SensorTimestamp(k-1) between two consecutive samples is an accurate estimate of the sampling interval). This timestamp is better for integrating inertial data. 

GYRO;0.585;956514.974;-0.02876;-0.03462;0.02450;3
LIGH;0.586;956514.974;172.0;3
ACCE;0.603;956514.993;0.17717;6.34703;7.78116;3
GYRO;0.604;956514.994;-0.06818;-0.09960;0.04847;3
ACCE;0.623;956515.013;0.07183;6.34942;7.32865;3
GYRO;0.623;956515.014;-0.04953;-0.11771;0.04794;3
ACCE;0.644;956515.033;0.19872;6.45956;7.06050;3
GYRO;0.645;956515.034;-0.02344;-0.05912;0.03888;3
ACCE;0.666;956515.053;0.28730;6.43561;7.38851;3
GYRO;0.667;956515.054;-0.00426;0.02557;0.03782;3
ACCE;0.683;956515.073;0.33519;6.35661;7.77397;3
GYRO;0.684;956515.074;0.00639;0.04155;0.04794;3
ACCE;0.704;956515.093;0.35913;6.22971;7.82904;3
GYRO;0.704;956515.094;-0.01012;0.00000;0.05965;3
ACCE;0.723;956515.113;0.40223;6.09564;7.66384;3
GYRO;0.723;956515.113;-0.03888;-0.01065;0.06605;3
ACCE;0.744;956515.133;0.40462;5.99029;7.64947;3
GYRO;0.744;956515.134;-0.05752;0.01172;0.06605;3
LIGH;0.745;956515.134;171.0;3
ACCE;0.762;956515.153;0.40462;5.92325;7.75243;3
GYRO;0.764;956515.153;-0.03196;0.00479;0.05965;3
ACCE;0.784;956515.173;0.43335;5.91368;7.76200;3
GYRO;0.785;956515.173;-0.01917;-0.02770;0.03941;3
ACCE;0.804;956515.193;0.53630;6.03099;7.61835;3
GYRO;0.805;956515.193;-0.01598;-0.04314;0.01864;3
ACCE;0.824;956515.213;0.56982;6.14352;7.56568;3
GYRO;0.826;956515.213;-0.02290;-0.02237;0.00373;3
ACCE;0.847;956515.233;0.54827;6.19859;7.59920;3
GYRO;0.847;956515.233;-0.01758;-0.00852;-0.00266;3
ACCE;0.863;956515.253;0.46926;6.22253;7.62793;3
GYRO;0.864;956515.253;-0.02557;-0.00639;-0.01278;3
ACCE;0.883;956515.273;0.44293;6.25365;7.73088;3
GYRO;0.884;956515.273;-0.02983;-0.00213;-0.01758;3
ACCE;0.904;956515.293;0.37350;6.20338;7.70215;3
GYRO;0.905;956515.293;-0.02770;-0.00799;-0.01598;3
LIGH;0.905;956515.293;172.0;3
ACCE;0.924;956515.313;0.39744;6.16507;7.72848;3
GYRO;0.926;956515.313;-0.01704;-0.00107;-0.01012;3
ACCE;0.944;956515.333;0.33279;6.10761;7.75721;3
GYRO;0.945;956515.333;0.00746;-0.00213;-0.00320;3
ACCE;0.964;956515.353;0.33758;6.10761;7.76200;3
GYRO;0.965;956515.353;0.01704;-0.01119;-0.00213;3
ACCE;0.984;956515.373;0.32561;6.17465;7.72609;3
GYRO;0.985;956515.373;0.02290;-0.00426;0.00000;3
ACCE;1.004;956515.393;0.32082;6.16268;7.73327;3
GYRO;1.005;956515.393;0.01278;0.00107;0.00799;3
SOUN;1.017;165.40;0.00505;48.04
ACCE;1.024;956515.413;0.33758;6.20817;7.60159;3
GYRO;1.025;956515.413;0.02450;0.00320;0.00852;3
ACCE;1.045;956515.433;0.37828;6.18662;7.61596;3
GYRO;1.046;956515.433;0.02450;0.02663;0.01225;3
ACCE;1.071;956515.453;0.37828;6.14831;7.70933;3
GYRO;1.071;956515.453;0.03089;0.03462;0.01225;3
ACCE;1.082;956515.473;0.37828;6.10761;7.77637;3
GYRO;1.083;956515.473;0.02610;0.01758;0.01278;3
ACCE;1.103;956515.493;0.39983;6.06451;7.68299;3
GYRO;1.104;956515.493;0.01012;0.00799;0.00586;3
ACCE;1.124;956515.513;0.39983;6.07648;7.66384;3
GYRO;1.124;956515.513;0.00852;0.00160;0.00053;3
ACCE;1.144;956515.533;0.43335;6.13873;7.60877;3
GYRO;1.145;956515.533;0.00107;-0.00320;-0.01225;3
ACCE;1.164;956515.553;0.45969;6.22014;7.56807;3
GYRO;1.165;956515.553;-0.01065;-0.00107;-0.02024;3
ACCE;1.184;956515.573;0.42617;6.21535;7.60159;3
GYRO;1.185;956515.573;-0.03036;0.00053;-0.02503;3
ACCE;1.204;956515.593;0.36631;6.18183;7.56568;3
GYRO;1.205;956515.593;-0.04847;0.00160;-0.03728;3
ACCE;1.224;956515.613;0.36392;6.25126;7.64469;3
GYRO;1.225;956515.613;-0.05060;0.00799;-0.03941;3
ACCE;1.244;956515.633;0.36392;6.26323;7.64229;3
GYRO;1.245;956515.633;-0.04314;0.00373;-0.02983;3
ACCE;1.264;956515.653;0.40941;6.24408;7.59920;3
GYRO;1.265;956515.653;-0.02131;0.00852;-0.01438;3
ACCE;1.284;956515.673;0.36631;6.22492;7.66384;3
GYRO;1.285;956515.673;-0.02716;0.05060;-0.00639;3
ACCE;1.313;956515.693;0.29928;6.15549;7.92960;3
GYRO;1.314;956515.693;0.01811;0.05912;0.00053;3
ACCE;1.323;956515.713;0.26336;6.14592;7.99903;3
GYRO;1.324;956515.713;0.03569;0.03143;0.00320;3
ACCE;1.343;956515.733;0.33758;6.16268;7.79552;3
GYRO;1.344;956515.733;0.07084;-0.00320;0.01172;3
ACCE;1.363;956515.753;0.38307;6.20817;7.63032;3
GYRO;1.364;956515.753;0.08682;0.00266;0.02184;3
ACCE;1.384;956515.773;0.38786;6.24887;7.63032;3
GYRO;1.385;956515.773;0.08682;0.00692;0.02770;3
ACCE;1.404;956515.793;0.39744;6.22014;7.60159;3
GYRO;1.405;956515.793;0.05646;0.00746;0.01651;3
ACCE;1.424;956515.813;0.41899;6.18901;7.52258;3
GYRO;1.425;956515.813;0.02344;0.01065;-0.00160;3
ACCE;1.444;956515.833;0.34955;6.21774;7.48427;3
GYRO;1.445;956515.833;0.00053;0.03356;-0.01491;3
SOUN;1.460;42.66;0.00130;36.27
ACCE;1.466;956515.853;0.26576;6.23690;7.64708;3
GYRO;1.467;956515.853;-0.00266;0.04581;-0.01438;3
ACCE;1.484;956515.873;0.24660;6.22971;7.82186;3
GYRO;1.485;956515.873;0.01012;0.01917;-0.00373;3
ACCE;1.503;956515.893;0.27054;6.23211;7.74764;3
GYRO;1.504;956515.893;0.00746;-0.01651;0.00160;3
ACCE;1.523;956515.913;0.32082;6.26802;7.55371;3
GYRO;1.524;956515.913;-0.00053;-0.02610;0.00586;3
ACCE;1.543;956515.933;0.37110;6.26563;7.53695;3
GYRO;1.544;956515.933;-0.02184;-0.00959;0.00479;3
ACCE;1.563;956515.953;0.42138;6.24168;7.58962;3
GYRO;1.565;956515.953;-0.04581;-0.01012;0.00266;3
ACCE;1.583;956515.973;0.41899;6.17465;7.64947;3
GYRO;1.584;956515.973;-0.08416;-0.00905;-0.00533;3
ACCE;1.604;956515.993;0.36392;6.13394;7.68539;3
GYRO;1.605;956515.993;-0.09960;-0.00213;-0.01491;3
ACCE;1.624;956516.013;0.29688;6.11000;7.76440;3
GYRO;1.625;956516.013;-0.09055;0.00053;-0.02503;3
ACCE;1.644;956516.033;0.27533;6.14831;7.87453;3
GYRO;1.645;956516.033;-0.06285;-0.01545;-0.02610;3
ACCE;1.663;956516.053;0.28012;6.17704;7.83383;3
GYRO;1.665;956516.053;-0.03622;-0.03835;-0.01545;3
ACCE;1.684;956516.073;0.30885;6.24647;7.82904;3
GYRO;1.685;956516.073;-0.01012;-0.05273;-0.00266;3
ACCE;1.704;956516.093;0.36631;6.29675;7.76440;3
GYRO;1.705;956516.093;-0.01119;-0.04261;0.01491;3
ACCE;1.722;956516.113;0.40941;6.24408;7.72609;3
GYRO;1.723;956516.113;-0.01598;-0.01225;0.03728;3
ACCE;1.742;956516.133;0.37350;6.07409;7.75721;3
GYRO;1.743;956516.133;0.00692;-0.00053;0.05167;3
ACCE;1.763;956516.153;0.34237;5.97593;7.83862;3
GYRO;1.764;956516.153;0.02663;-0.01332;0.04900;3
ACCE;1.784;956516.173;0.39025;6.01902;7.77637;3
GYRO;1.785;956516.173;0.04527;-0.04794;0.03782;3
ACCE;1.802;956516.193;0.46448;6.13394;7.52498;3
GYRO;1.802;956516.193;0.03835;-0.05167;0.02024;3
ACCE;1.823;956516.212;0.52672;6.27760;7.41724;3
GYRO;1.824;956516.213;0.03569;-0.01917;0.01385;3
ACCE;1.843;956516.232;0.52672;6.32069;7.52258;3
GYRO;1.844;956516.233;0.02077;0.01545;0.01119;3
ACCE;1.863;956516.252;0.43574;6.27999;7.60638;3
GYRO;1.864;956516.253;0.01172;0.02663;0.00320;3
LIGH;1.865;956516.253;173.0;3
ACCE;1.883;956516.272;0.39744;6.28957;7.69736;3
GYRO;1.884;956516.272;0.01119;0.02876;-0.00639;3
ACCE;1.903;956516.292;0.37350;6.25605;7.68778;3
GYRO;1.904;956516.292;0.02131;0.02131;-0.01172;3
ACCE;1.923;956516.312;0.40941;6.19141;7.69975;3
GYRO;1.924;956516.312;0.03462;0.02450;-0.01065;3
ACCE;1.943;956516.332;0.39504;6.11479;7.73806;3
GYRO;1.944;956516.332;0.04474;0.02077;-0.00959;3
ACCE;1.963;956516.352;0.38547;6.02860;7.76918;3
GYRO;1.965;956516.352;0.06285;0.00000;-0.00852;3
ACCE;1.983;956516.372;0.38068;6.01423;7.66863;3
GYRO;1.984;956516.372;0.05752;-0.00905;-0.02450;3
ACCE;2.003;956516.392;0.40941;6.06212;7.55849;3
GYRO;2.004;956516.392;0.05007;-0.00479;-0.04261;3
SOUN;2.012;294.55;0.00899;53.05
ACCE;2.024;956516.412;0.38068;6.12197;7.52258;3
GYRO;2.025;956516.412;0.02983;0.01864;-0.05593;3
LIGH;2.025;956516.412;172.0;3
ACCE;2.047;956516.432;0.30406;6.19619;7.63272;3
GYRO;2.048;956516.432;0.02770;0.03249;-0.05380;3
ACCE;2.094;956516.452;0.26576;6.26563;7.75243;3
GYRO;2.095;956516.452;0.02450;0.01119;-0.04261;3
ACCE;2.096;956516.472;0.28012;6.35661;7.66863;3
GYRO;2.096;956516.472;0.02983;-0.01065;-0.02770;3
ACCE;2.101;956516.492;0.31603;6.40928;7.54174;3
GYRO;2.102;956516.492;0.02450;-0.01758;-0.01225;3
ACCE;2.121;956516.512;0.36631;6.44519;7.54413;3
GYRO;2.122;956516.512;0.01864;0.00426;0.00799;3
ACCE;2.143;956516.532;0.39025;6.38055;7.69018;3
GYRO;2.144;956516.532;0.01598;0.00959;0.02557;3
ACCE;2.164;956516.552;0.40701;6.25605;7.72369;3
GYRO;2.164;956516.552;0.00213;-0.01438;0.03143;3
ACCE;2.182;956516.572;0.39025;6.12676;7.54174;3
GYRO;2.183;956516.572;-0.01438;-0.02024;0.01651;3
LIGH;2.184;956516.572;171.0;3
ACCE;2.202;956516.592;0.40223;6.10761;7.46991;3
GYRO;2.203;956516.592;-0.02184;0.00905;-0.01172;3
ACCE;2.223;956516.612;0.39504;6.15549;7.67581;3
GYRO;2.225;956516.612;-0.00320;0.02610;-0.02237;3
ACCE;2.244;956516.632;0.39025;6.21056;7.75721;3
GYRO;2.245;956516.632;0.00320;0.00852;-0.02024;3
ACCE;2.263;956516.652;0.37350;6.22253;7.77397;3
GYRO;2.264;956516.652;0.01598;-0.02237;-0.01545;3
ACCE;2.282;956516.672;0.37589;6.25126;7.58483;3
GYRO;2.284;956516.672;-0.00266;-0.02876;-0.01811;3
ACCE;2.302;956516.692;0.36152;6.26802;7.58004;3
GYRO;2.302;956516.692;-0.00266;-0.00586;-0.01971;3
ACCE;2.324;956516.712;0.33040;6.27999;7.62793;3
GYRO;2.325;956516.712;0.00160;-0.00266;-0.02077;3
ACCE;2.342;956516.732;0.35913;6.28957;7.60159;3
GYRO;2.343;956516.732;-0.00213;0.00426;-0.01704;3
ACCE;2.362;956516.752;0.30406;6.25605;7.69018;3
GYRO;2.363;956516.752;0.00213;0.00905;-0.01119;3
ACCE;2.382;956516.772;0.28012;6.24408;7.70933;3
GYRO;2.383;956516.772;0.00692;-0.00320;-0.01172;3
ACCE;2.401;956516.792;0.31603;6.27999;7.63272;3
GYRO;2.402;956516.792;0.00959;-0.00692;-0.00799;3
ACCE;2.426;956516.812;0.31603;6.26323;7.63032;3
GYRO;2.427;956516.812;0.01598;0.00586;-0.00746;3
ACCE;2.442;956516.832;0.36152;6.26323;7.70454;3
GYRO;2.444;956516.832;0.03143;0.00852;-0.00426;3
SOUN;2.457;295.94;0.00903;53.09
ACCE;2.462;956516.852;0.34237;6.23690;7.62553;3
GYRO;2.463;956516.852;0.02983;-0.00586;-0.00905;3
ACCE;2.482;956516.872;0.35913;6.27041;7.57286;3
GYRO;2.483;956516.872;0.02823;0.00586;-0.01172;3
ACCE;2.502;956516.892;0.32082;6.24408;7.60638;3
GYRO;2.505;956516.892;0.02716;0.02184;-0.01758;3
LIGH;2.506;956516.892;170.0;3
ACCE;2.521;956516.912;0.29209;6.25365;7.63272;3
GYRO;2.522;956516.912;0.04527;0.01278;-0.01917;3
ACCE;2.543;956516.932;0.30885;6.30633;7.58483;3
GYRO;2.544;956516.932;0.04847;0.00266;-0.02237;3
ACCE;2.562;956516.952;0.28970;6.35900;7.48906;3
GYRO;2.562;956516.952;0.04527;0.01917;-0.02450;3
ACCE;2.582;956516.972;0.28970;6.38294;7.64229;3
GYRO;2.583;956516.972;0.05273;0.03302;-0.01811;3
ACCE;2.602;956516.992;0.26097;6.35900;7.59201;3
GYRO;2.603;956516.992;0.06232;0.01651;-0.00692;3
ACCE;2.622;956517.012;0.25379;6.33745;7.62793;3
GYRO;2.624;956517.012;0.06498;0.01012;-0.00266;3
ACCE;2.641;956517.032;0.30167;6.34463;7.47470;3
GYRO;2.642;956517.032;0.05060;0.00799;-0.00373;3
ACCE;2.662;956517.052;0.31125;6.35661;7.47709;3
GYRO;2.663;956517.052;0.04634;0.02876;-0.00266;3
ACCE;2.682;956517.072;0.31843;6.35182;7.63511;3
GYRO;2.683;956517.072;0.03941;0.00959;0.00692;3
ACCE;2.703;956517.092;0.31364;6.29196;7.63272;3
GYRO;2.704;956517.092;0.01545;-0.02503;0.00426;3
ACCE;2.721;956517.112;0.37350;6.29675;7.43400;3
GYRO;2.721;956517.112;-0.00692;-0.01758;-0.00053;3
ACCE;2.741;956517.132;0.38307;6.29196;7.51779;3
GYRO;2.742;956517.132;-0.03249;0.00107;-0.00320;3
ACCE;2.761;956517.152;0.33758;6.25605;7.58483;3
GYRO;2.761;956517.152;-0.02983;-0.00799;-0.00746;3
ACCE;2.782;956517.172;0.31364;6.28239;7.54413;3
GYRO;2.783;956517.172;-0.02929;-0.00799;-0.01385;3
ACCE;2.802;956517.192;0.32801;6.32309;7.56089;3
GYRO;2.803;956517.192;-0.01065;-0.00746;-0.00799;3
ACCE;2.823;956517.212;0.33279;6.27281;7.60638;3
GYRO;2.824;956517.212;-0.00320;-0.00053;-0.00586;3
LIGH;2.825;956517.212;169.0;3
ACCE;2.842;956517.232;0.32561;6.24647;7.57525;3
GYRO;2.843;956517.232;0.01225;-0.00479;-0.00639;3
ACCE;2.862;956517.252;0.31603;6.27520;7.54174;3
GYRO;2.863;956517.252;0.01704;0.00320;-0.00746;3
ACCE;2.887;956517.272;0.28730;6.32788;7.57286;3
GYRO;2.889;956517.272;0.01864;-0.00053;-0.00373;3
ACCE;2.901;956517.292;0.26815;6.36858;7.59680;3
GYRO;2.902;956517.292;0.01704;-0.00586;-0.00426;3
ACCE;2.922;956517.312;0.25139;6.41885;7.57765;3
GYRO;2.924;956517.312;0.00479;-0.00799;-0.00373;3
ACCE;2.942;956517.332;0.29928;6.43561;7.59920;3
GYRO;2.943;956517.332;-0.00320;-0.01065;0.00479;3
ACCE;2.962;956517.352;0.27294;6.40688;7.60877;3
GYRO;2.964;956517.352;-0.02024;-0.00746;0.01065;3
ACCE;2.983;956517.372;0.24660;6.35182;7.62074;3
GYRO;2.984;956517.372;-0.01758;-0.01545;0.02024;3
ACCE;3.002;956517.392;0.27054;6.35661;7.63272;3
GYRO;3.004;956517.392;-0.01598;-0.02823;0.02716;3
SOUN;3.008;24.56;0.00075;31.47
ACCE;3.022;956517.412;0.37110;6.40928;7.50582;3
GYRO;3.024;956517.412;-0.00107;-0.05113;0.04261;3
